stage,measure,comparison,comparison_name,role,paired,spec,roi,pair,model,factor,beta,chi2,df,p,q_fdr,cohen_d,diff,n_a,n_b,converged,age_cap,roi_set,drop_word,age_beta,age_p,surg_beta,surg_p,group_var,n_obs,warn,formula,higher_group
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,house_PPA_strict,face-object,,,,,,0.431956804319568,0.431956804319568,-0.131008017482138,-0.0598172913305132,36,36,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,house_PPA_strict,face-word,,,,,,0.0602939706029397,0.1205879412058794,0.3228015117339262,0.1827407379335183,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,house_PPA_strict,house-object,,,,,,0.2143785621437856,0.2624137586241375,-0.2136951533102838,-0.120441203412833,36,36,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,house_PPA_strict,house-word,,,,,,0.0158984101589841,0.0476952304769523,0.4218434662143579,0.1822415819036421,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,house_PPA_strict,object-word,,,,,,0.0038996100389961,0.0233976602339766,0.5222840107229672,0.2328960097361282,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,face_FFA,OMNIBUS (6 pairs),,,,,,0.0073992600739926,,,0.1837205059638406,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,face_FFA,face-house,,,,,,0.8720127987201279,0.8720127987201279,-0.0268001914776718,-0.0142910141782895,36,36,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,face_FFA,face-object,,,,,,0.4781521847815218,0.5737826217378262,0.1172551068563975,0.0568467953536743,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,face_FFA,face-word,,,,,,9.999000099990002e-05,0.0005999400059994,0.8057391643374887,0.339356944679969,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,face_FFA,house-object,,,,,,0.4081591840815918,0.5737826217378262,-0.137173736480567,-0.0808974900878004,36,36,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,face_FFA,house-word,,,,,,0.4715528447155284,0.5737826217378262,0.121955316796578,0.0698385938885579,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,face_FFA,object-word,,,,,,0.0038996100389961,0.0116988301169883,0.5178121884052549,0.2317320559056379,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,word_VWFA,OMNIBUS (6 pairs),,,,,,0.0070992900709929,,,0.290581339452206,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,word_VWFA,face-house,,,,,,0.5894410558944105,0.5894410558944105,0.0928226690140806,0.0548893568923684,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,word_VWFA,face-object,,,,,,0.1680831916808319,0.2521247875212479,-0.233297461369152,-0.1132601496309104,36,36,,23.0,primary_strict,,,,,,,,,,A
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,word_VWFA,face-word,,,,,,0.0240975902409759,0.0481951804819517,0.3907961761335264,0.1962560952324056,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,word_VWFA,house-object,,,,,,0.504049595040496,0.5894410558944105,0.1120501951139411,0.0699500160410477,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,word_VWFA,house-word,,,,,,0.0050994900509949,0.0152984701529847,0.5083754756589481,0.3586918110743569,36,36,,23.0,primary_strict,,,,,,,,,,B
roi,geometry,6,A = LH ctrl        B = RH ctrl       [paired],supplemental,True,,word_VWFA,object-word,,,,,,0.0046995300469953,0.0152984701529847,0.5167076780240318,0.320423721759042,36,36,,23.0,primary_strict,,,,,,,,,,B
